ref id,Predicted,Actual
52866,"['Shopping', 'Arts', 'Recreation']",Games
49564,"['Society', 'Computers', 'Science']",Business
52669,"['Arts', 'Shopping', 'Business']",Computers
52789,"['Shopping', 'Sports', 'Games']",Computers
45211,"['Shopping', 'Business', 'Arts']",Adult
45627,"['Business', 'Shopping', 'Science']",Arts
48234,"['Business', 'Computers', 'Shopping']",Sports
48522,"['Business', 'Computers', 'Shopping']",Regional
49021,"['Business', 'Regional', 'Computers']",Science
49545,"['Science', 'Computers', 'Health']",Business
51543,"['Shopping', 'Business', 'Arts']",Computers
37132,"['Recreation', 'Regional', 'Sports']",Society
37350,"['Computers', 'Arts', 'Shopping']",Society
43400,"['Society', 'Reference', 'Business']",Regional
44105,"['Society', 'Home', 'Kids']",Regional
44131,"['Recreation', 'Shopping', 'Business']",Home
44138,"['Business', 'Shopping', 'Arts']",Home
44145,"['Business', 'Computers', 'Health']",Home
44161,"['Home', 'Health', 'Business']",Regional
44173,"['Business', 'Arts', 'Society']",Home
44175,"['Business', 'Recreation', 'Adult']",Home
44190,"['Sports', 'Arts', 'Games']",Kids
44203,"['Regional', 'Society', 'Reference']",Kids
44244,"['News', 'Arts', 'Regional']",Kids
44316,"['Shopping', 'Business', 'Regional']",Recreation
44318,"['Business', 'Recreation', 'Shopping']",Regional
44327,"['Business', 'Arts', 'Recreation']",Regional
44340,"['Home', 'Society', 'Arts']",Science
44399,"['Science', 'Home', 'Arts']",Recreation
44401,"['Computers', 'Society', 'Sports']",Recreation
44413,"['Health', 'Arts', 'Kids']",Reference
44457,"['Business', 'Arts', 'Society']",Reference
44463,"['Business', 'Health', 'Computers']",Regional
44496,"['Business', 'Adult', 'Shopping']",Regional
44499,"['Shopping', 'Health', 'Business']",Regional
44506,"['News', 'Arts', 'Recreation']",Regional
44591,"['Arts', 'Computers', 'Business']",Science
44598,"['Society', 'Arts', 'Business']",Science
45148,"['Shopping', 'Arts', 'Sports']",Adult
45181,"['Arts', 'Shopping', 'Business']",Adult
45237,"['Recreation', 'Arts', 'Sports']",Adult
45758,"['Health', 'Business', 'Shopping']",Arts
45835,"['Health', 'News', 'Kids']",Arts
45987,"['Home', 'Arts', 'Business']",Kids
46127,"['Society', 'Shopping', 'Recreation']",Arts
46283,"['Sports', 'Recreation', 'Computers']",Arts
46300,"['Computers', 'Society', 'Recreation']",Arts
46544,"['Arts', 'Kids', 'Recreation']",Games
46587,"['Shopping', 'Business', 'Recreation']",Arts
46691,"['Kids', 'Society', 'Sports']",Arts
46745,"['Sports', 'Computers', 'Business']",Arts
46765,"['Business', 'Shopping', 'Computers']",Arts
46778,"['Society', 'Business', 'Kids']",Arts
46962,"['Society', 'Computers', 'Shopping']",Arts
47100,"['Sports', 'Arts', 'Recreation']",Shopping
47420,"['Shopping', 'Business', 'Computers']",Arts
47435,"['Business', 'Recreation', 'Shopping']",Arts
47451,"['Kids', 'Shopping', 'Computers']",Arts
47490,"['Arts', 'Kids', 'Science']",Recreation
47575,"['Health', 'Recreation', 'Sports']",Arts
47818,"['Health', 'Society', 'Arts']",Business
47963,"['Science', 'Society', 'Sports']",Business
48248,"['Shopping', 'Regional', 'Arts']",Business
48528,"['Reference', 'Home', 'Computers']",Business
48626,"['Arts', 'Shopping', 'Recreation']",Business
49117,"['Computers', 'Kids', 'Recreation']",Business
49276,"['Society', 'Arts', 'Computers']",Business
49846,"['Computers', 'News', 'Arts']",Business
50614,"['Society', 'Health', 'Sports']",Computers
51033,"['Recreation', 'Sports', 'Shopping']",Computers
57056,"['Society', 'Regional', 'Shopping']",Recreation
57207,"['Health', 'Society', 'Business']",Recreation
57857,"['Computers', 'Health', 'Business']",Reference
58058,"['Arts', 'Recreation', 'Shopping']",Regional
58120,"['Science', 'Shopping', 'Sports']",Regional
58183,"['Shopping', 'Arts', 'Sports']",Science
58187,"['Shopping', 'Kids', 'Society']",Science
13413,"['Shopping', 'Business', 'Recreation']",Computers
14311,"['Computers', 'Arts', 'Science']",Games
15667,"['Arts', 'Society', 'Recreation']",Health
17254,"['Recreation', 'Business', 'Arts']",Health
18011,"['Business', 'Recreation', 'Arts']",Home
18047,"['Home', 'Business', 'Science']",Society
18521,"['Arts', 'Society', 'Recreation']",Home
18721,"['Business', 'Kids', 'Recreation']",Home
19255,"['Health', 'Science', 'Recreation']",Kids
19390,"['Science', 'Business', 'Health']",Kids
19603,"['Business', 'Kids', 'News']",Sports
21307,"['Regional', 'Business', 'Shopping']",News
21349,"['Arts', 'Business', 'Recreation']",News
21362,"['Recreation', 'Arts', 'Science']",News
21379,"['Sports', 'Recreation', 'Arts']",News
21403,"['Science', 'Reference', 'Regional']",News
21480,"['Arts', 'Science', 'Computers']",News
21801,"['Sports', 'Health', 'News']",Recreation
22522,"['Health', 'Kids', 'Regional']",Recreation
22578,"['Computers', 'Shopping', 'Arts']",Recreation
22664,"['Kids', 'Health', 'News']",Recreation
22702,"['Health', 'Science', 'Business']",Recreation
23033,"['Games', 'Kids', 'Arts']",Recreation
23061,"['Reference', 'News', 'Society']",Recreation
23074,"['Kids', 'Arts', 'Shopping']",Recreation
23086,"['Arts', 'Adult', 'Computers']",Recreation
23346,"['Recreation', 'Science', 'Business']",Society
23438,"['Arts', 'Reference', 'Recreation']",Society
23744,"['Recreation', 'News', 'Business']",Society
23986,"['Recreation', 'Science', 'Business']",Society
24149,"['Society', 'Arts', 'News']",Recreation
24363,"['Computers', 'Science', 'Business']",Recreation
24470,"['Science', 'Society', 'Sports']",Recreation
25288,"['News', 'Health', 'Arts']",Reference
25304,"['Reference', 'Science', 'Computers']",Society
25382,"['Recreation', 'Arts', 'Business']",Reference
25460,"['Recreation', 'Home', 'Science']",Reference
25480,"['Computers', 'Science', 'Arts']",Reference
25514,"['Health', 'Science', 'Recreation']",Reference
25593,"['Business', 'Shopping', 'Regional']",Reference
25623,"['Recreation', 'Business', 'Health']",Reference
25628,"['Business', 'Science', 'Recreation']",Reference
25732,"['Recreation', 'Regional', 'Business']",Reference
25794,"['Recreation', 'Science', 'Health']",Reference
25905,"['Business', 'Computers', 'Recreation']",Reference
25956,"['Business', 'Computers', 'Health']",Reference
26039,"['Computers', 'Health', 'Business']",Reference
26047,"['Computers', 'Business', 'Arts']",Reference
26077,"['Health', 'Business', 'Arts']",Reference
26088,"['Recreation', 'Business', 'Science']",Reference
26129,"['Reference', 'Arts', 'Kids']",Shopping
26285,"['Arts', 'Reference', 'Kids']",Shopping
26298,"['Arts', 'Business', 'Society']",Reference
26324,"['Arts', 'Recreation', 'Kids']",Reference
26468,"['Games', 'Recreation', 'News']",Reference
26525,"['News', 'Sports', 'Computers']",Reference
26539,"['Society', 'Arts', 'Recreation']",Reference
26573,"['Society', 'Sports', 'Business']",Reference
26655,"['Business', 'News', 'Society']",Regional
26661,"['Business', 'Recreation', 'Sports']",Regional
26667,"['Shopping', 'Recreation', 'Arts']",Regional
26692,"['Society', 'News', 'Business']",Regional
26722,"['Health', 'Business', 'Arts']",Regional
26729,"['News', 'Science', 'Recreation']",Regional
26749,"['Business', 'Recreation', 'Computers']",Regional
26750,"['Business', 'Arts', 'Home']",Regional
26754,"['Computers', 'Science', 'Recreation']",Regional
26762,"['Society', 'Arts', 'Recreation']",Regional
26830,"['News', 'Business', 'Arts']",Regional
26842,"['Health', 'Business', 'Arts']",Regional
26861,"['Business', 'Science', 'Recreation']",Regional
26870,"['Business', 'Arts', 'Recreation']",Regional
26942,"['Recreation', 'Science', 'Business']",Regional
26966,"['Reference', 'Arts', 'Computers']",Regional
27301,"['Recreation', 'Arts', 'Business']",Science
27339,"['Recreation', 'Arts', 'News']",Science
27362,"['Business', 'Recreation', 'Reference']",Science
27464,"['Business', 'Computers', 'Shopping']",Science
27486,"['Shopping', 'Recreation', 'Business']",Science
27546,"['Recreation', 'Business', 'News']",Science
27555,"['Business', 'Shopping', 'Arts']",Science
27648,"['Health', 'Home', 'Recreation']",Science
27687,"['Kids', 'Games', 'Arts']",Science
27836,"['Society', 'Computers', 'Shopping']",Science
27858,"['Health', 'Regional', 'Kids']",Science
