ref id,Predicted,Actual
49773,"['Business', 'Shopping', 'Recreation']",Business
47238,"['Sports', 'Arts', 'Regional']",Arts
47293,"['Arts', 'News', 'Health']",Arts
47311,"['Society', 'Business', 'Arts']",Arts
47365,"['Arts', 'Sports', 'Business']",Arts
47459,"['Arts', 'Computers', 'Games']",Arts
47549,"['Arts', 'Computers', 'News']",Arts
49552,"['Computers', 'Business', 'Arts']",Business
49559,"['Business', 'Society', 'Kids']",Business
49568,"['Computers', 'Business', 'Society']",Business
49574,"['Computers', 'Business', 'Arts']",Business
49587,"['Health', 'Business', 'Computers']",Business
49600,"['Business', 'Arts', 'Sports']",Business
49619,"['Arts', 'Business', 'Computers']",Business
49667,"['Shopping', 'Business', 'Computers']",Business
49697,"['Business', 'Sports', 'Recreation']",Business
49701,"['Business', 'Science', 'Shopping']",Business
49714,"['Arts', 'Business', 'Shopping']",Business
49740,"['Business', 'Science', 'Computers']",Business
52683,"['Computers', 'Business', 'Shopping']",Computers
52707,"['Computers', 'Sports', 'Arts']",Computers
52720,"['Computers', 'Shopping', 'Arts']",Computers
52729,"['Computers', 'Business', 'Arts']",Computers
52733,"['Computers', 'Society', 'Arts']",Computers
52749,"['Computers', 'Shopping', 'Business']",Computers
52780,"['Computers', 'Business', 'Arts']",Computers
52830,"['Arts', 'Computers', 'Shopping']",Computers
52837,"['Computers', 'Business', 'Shopping']",Computers
52846,"['Games', 'Kids', 'Shopping']",Games
52858,"['Kids', 'Games', 'Arts']",Games
45276,"['Adult', 'Business', 'Society']",Adult
45409,"['Adult', 'Society', 'Regional']",Adult
45541,"['Arts', 'Society', 'Business']",Arts
45832,"['Arts', 'Shopping', 'Kids']",Arts
45949,"['Arts', 'Society', 'Kids']",Arts
45951,"['Society', 'Arts', 'Shopping']",Arts
46041,"['Arts', 'Society', 'Sports']",Arts
46221,"['Arts', 'Business', 'Home']",Arts
46320,"['Arts', 'Reference', 'Shopping']",Arts
46425,"['Business', 'Arts', 'Computers']",Arts
46510,"['Arts', 'Society', 'Kids']",Arts
46567,"['Arts', 'Shopping', 'Adult']",Arts
46887,"['Arts', 'Recreation', 'Sports']",Arts
46930,"['Arts', 'Shopping', 'Games']",Arts
47118,"['Arts', 'Business', 'Recreation']",Arts
48141,"['Business', 'Shopping', 'Recreation']",Business
48168,"['Business', 'Arts', 'Health']",Business
48187,"['Shopping', 'Business', 'Recreation']",Business
48208,"['Sports', 'Shopping', 'Business']",Business
48223,"['Business', 'Arts', 'Shopping']",Business
48252,"['Shopping', 'Business', 'Computers']",Business
48267,"['Shopping', 'Business', 'Arts']",Business
48282,"['Business', 'Health', 'Shopping']",Business
48323,"['Business', 'Computers', 'Society']",Business
48330,"['Business', 'Sports', 'Science']",Business
48366,"['Business', 'Games', 'Society']",Business
48368,"['Business', 'Computers', 'Shopping']",Business
48432,"['Business', 'Computers', 'Society']",Business
48440,"['Business', 'Health', 'Recreation']",Business
48445,"['Computers', 'Business', 'Society']",Business
48473,"['Business', 'Computers', 'Arts']",Business
48506,"['Business', 'Arts', 'Computers']",Business
48507,"['Business', 'Arts', 'Sports']",Business
48519,"['Computers', 'Business', 'Science']",Business
48532,"['Business', 'Science', 'Computers']",Business
48536,"['Business', 'Science', 'Computers']",Business
48557,"['Business', 'Computers', 'Science']",Business
48566,"['Business', 'Science', 'Society']",Business
48585,"['Computers', 'Business', 'Science']",Business
48589,"['Business', 'Computers', 'Science']",Business
48591,"['Shopping', 'Business', 'Computers']",Shopping
48597,"['Computers', 'Business', 'Regional']",Business
48613,"['Business', 'Health', 'Computers']",Business
48630,"['Business', 'Society', 'Computers']",Business
48657,"['Business', 'Society', 'Science']",Business
48664,"['Business', 'Society', 'Shopping']",Business
48717,"['Business', 'Regional', 'Science']",Business
48724,"['Business', 'Home', 'Regional']",Business
48731,"['Society', 'Business', 'Arts']",Business
48753,"['Business', 'Computers', 'Shopping']",Business
48772,"['Business', 'Society', 'Recreation']",Business
48789,"['Business', 'Computers', 'Science']",Business
48792,"['Computers', 'Business', 'Science']",Business
48851,"['Business', 'Computers', 'Shopping']",Business
48871,"['Business', 'Reference', 'Regional']",Business
48872,"['Society', 'Business', 'Home']",Business
48877,"['Business', 'Computers', 'Society']",Business
48915,"['Business', 'Regional', 'Society']",Business
48960,"['Business', 'Arts', 'Society']",Business
49006,"['Business', 'Shopping', 'Computers']",Business
49022,"['Business', 'Computers', 'Regional']",Business
49024,"['Business', 'Computers', 'Recreation']",Business
49037,"['Business', 'Science', 'Health']",Business
49043,"['Health', 'Business', 'Regional']",Business
49075,"['Business', 'Shopping', 'Computers']",Business
49091,"['Business', 'Science', 'Shopping']",Business
49101,"['Business', 'Recreation', 'Shopping']",Business
49128,"['Business', 'Shopping', 'Regional']",Business
49151,"['Business', 'Arts', 'Computers']",Business
49213,"['Business', 'Computers', 'Arts']",Business
49229,"['Business', 'Computers', 'Society']",Business
49230,"['Business', 'Arts', 'Society']",Business
49253,"['Computers', 'Business', 'Recreation']",Business
49260,"['Business', 'Shopping', 'Arts']",Business
49271,"['Business', 'Science', 'Shopping']",Business
49346,"['Business', 'Computers', 'Health']",Business
49358,"['Health', 'Business', 'Science']",Business
49362,"['Business', 'Science', 'Computers']",Business
49368,"['Business', 'Society', 'News']",Business
49390,"['Business', 'Society', 'Regional']",Business
49408,"['Business', 'Regional', 'Computers']",Business
49422,"['Business', 'Shopping', 'Arts']",Business
49435,"['Business', 'Home', 'News']",Business
49444,"['Business', 'Health', 'Society']",Business
49490,"['Business', 'Shopping', 'Computers']",Business
49515,"['Business', 'Computers', 'Shopping']",Business
51555,"['Shopping', 'Computers', 'Business']",Computers
51590,"['Society', 'Arts', 'Computers']",Computers
51614,"['Society', 'Computers', 'Arts']",Computers
51647,"['Computers', 'Business', 'Shopping']",Computers
51665,"['Computers', 'Business', 'Arts']",Computers
51691,"['Computers', 'Business', 'Society']",Computers
51694,"['Business', 'Computers', 'Shopping']",Computers
51699,"['Computers', 'Business', 'Society']",Computers
51743,"['Computers', 'Business', 'Shopping']",Computers
51795,"['Computers', 'Arts', 'Science']",Computers
51828,"['Computers', 'Shopping', 'Arts']",Computers
51829,"['Computers', 'Games', 'Shopping']",Computers
51923,"['Business', 'Computers', 'Society']",Computers
51947,"['Computers', 'Business', 'Science']",Computers
51959,"['Computers', 'Science', 'Society']",Computers
52060,"['Computers', 'Business', 'Society']",Computers
52125,"['Computers', 'Sports', 'Arts']",Computers
52147,"['Computers', 'Sports', 'Kids']",Computers
52169,"['Computers', 'Business', 'Science']",Computers
52250,"['Computers', 'Business', 'Shopping']",Computers
52280,"['Shopping', 'Business', 'Computers']",Computers
52334,"['Computers', 'Business', 'Science']",Computers
52337,"['Computers', 'Business', 'Science']",Computers
52374,"['Computers', 'Business', 'Shopping']",Computers
52405,"['Computers', 'Business', 'Science']",Computers
52414,"['Computers', 'Business', 'Science']",Computers
52427,"['Computers', 'Business', 'Shopping']",Computers
52449,"['Computers', 'Business', 'Society']",Computers
52457,"['Computers', 'Society', 'Business']",Computers
52514,"['Computers', 'Business', 'Society']",Computers
52534,"['Computers', 'Society', 'Arts']",Computers
52564,"['Business', 'Computers', 'Health']",Computers
52580,"['Computers', 'Science', 'Health']",Computers
52593,"['Computers', 'Kids', 'Arts']",Computers
52650,"['Computers', 'Arts', 'Kids']",Computers
58230,"['Science', 'Society', 'Kids']",Science
4053,"['Computers', 'Arts', 'Home']",Arts
37290,"['Society', 'Sports', 'Arts']",Society
37301,"['Society', 'Shopping', 'Reference']",Society
37517,"['Society', 'Kids', 'Arts']",Society
37919,"['Society', 'Arts', 'Computers']",Society
37932,"['Society', 'Computers', 'Business']",Society
38254,"['Sports', 'Business', 'Computers']",Sports
38304,"['Sports', 'Kids', 'Society']",Sports
38330,"['Sports', 'Regional', 'News']",Sports
38405,"['Sports', 'Kids', 'Arts']",Sports
38436,"['Sports', 'Shopping', 'Society']",Sports
38447,"['Sports', 'Kids', 'Games']",Sports
38466,"['Sports', 'News', 'Regional']",Sports
38496,"['Sports', 'News', 'Regional']",Sports
38674,"['Sports', 'Shopping', 'Arts']",Sports
38803,"['Sports', 'Arts', 'Business']",Sports
38868,"['Sports', 'Arts', 'Recreation']",Sports
39085,"['Sports', 'Recreation', 'Regional']",Sports
39604,"['Sports', 'Society', 'Recreation']",Sports
39656,"['Sports', 'Arts', 'Recreation']",Sports
39729,"['Sports', 'Kids', 'Business']",Sports
39869,"['Sports', 'Business', 'Shopping']",Sports
40260,"['Sports', 'Kids', 'Business']",Sports
40426,"['Sports', 'News', 'Regional']",Sports
40429,"['Sports', 'Kids', 'Business']",Sports
40472,"['Sports', 'Business', 'Recreation']",Sports
40625,"['Sports', 'Games', 'Recreation']",Sports
40724,"['Sports', 'Shopping', 'Regional']",Sports
40732,"['Sports', 'Business', 'Arts']",Sports
40765,"['Sports', 'Arts', 'Business']",Sports
40784,"['Sports', 'Shopping', 'Business']",Sports
40792,"['Sports', 'Shopping', 'Arts']",Sports
41219,"['Sports', 'Recreation', 'Arts']",Sports
41250,"['Sports', 'Recreation', 'Shopping']",Sports
41486,"['Arts', 'Sports', 'Kids']",Sports
41642,"['Sports', 'Recreation', 'Arts']",Sports
41643,"['Sports', 'Recreation', 'Business']",Sports
