ref id,Predicted,Actual
52866,"['Shopping', 'Recreation', 'Arts']",Games
52669,"['Arts', 'Business', 'Shopping']",Computers
45211,"['Shopping', 'Business', 'Arts']",Adult
48234,"['Business', 'Computers', 'Shopping']",Sports
48522,"['Business', 'Computers', 'Shopping']",Regional
48731,"['Society', 'Arts', 'Recreation']",Business
49021,"['Business', 'Regional', 'Computers']",Science
51590,"['Society', 'Arts', 'Kids']",Computers
37132,"['Regional', 'Sports', 'Recreation']",Society
37350,"['Computers', 'Arts', 'Shopping']",Society
39656,"['Kids', 'Business', 'Computers']",Sports
43400,"['Society', 'Reference', 'Business']",Regional
44105,"['Society', 'Home', 'Kids']",Regional
44106,"['Computers', 'Arts', 'Business']",Home
44131,"['Business', 'Recreation', 'Games']",Home
44138,"['Business', 'Shopping', 'Arts']",Home
44145,"['Business', 'Computers', 'Reference']",Home
44161,"['Home', 'Health', 'Business']",Regional
44173,"['Business', 'Society', 'Arts']",Home
44175,"['Recreation', 'Business', 'Arts']",Home
44190,"['Sports', 'Arts', 'Games']",Kids
44203,"['Regional', 'Society', 'Reference']",Kids
44244,"['News', 'Regional', 'Arts']",Kids
44327,"['Business', 'Arts', 'Recreation']",Regional
44340,"['Home', 'Society', 'Business']",Science
44399,"['Science', 'Home', 'Business']",Recreation
44401,"['Computers', 'Society', 'Business']",Recreation
44413,"['Health', 'Kids', 'Arts']",Reference
44457,"['Business', 'Society', 'Arts']",Reference
44463,"['Reference', 'Business', 'Computers']",Regional
44496,"['Business', 'Adult', 'Shopping']",Regional
44499,"['Shopping', 'Health', 'Business']",Regional
44506,"['News', 'Arts', 'Recreation']",Regional
44583,"['Computers', 'Arts', 'Business']",Science
44591,"['Arts', 'Computers', 'Business']",Science
44598,"['Society', 'Arts', 'Business']",Science
44632,"['Regional', 'Society', 'Business']",Shopping
45148,"['Shopping', 'Arts', 'Sports']",Adult
45181,"['Arts', 'Shopping', 'Business']",Adult
45758,"['Health', 'Business', 'Shopping']",Arts
45835,"['Health', 'News', 'Kids']",Arts
45987,"['Arts', 'Home', 'Games']",Kids
46127,"['Society', 'Shopping', 'Business']",Arts
46283,"['Computers', 'Business', 'Sports']",Arts
46439,"['Business', 'Kids', 'Recreation']",Arts
46544,"['Arts', 'Kids', 'Business']",Games
46691,"['Kids', 'Society', 'Sports']",Arts
46745,"['Sports', 'Computers', 'Business']",Arts
46765,"['Business', 'Shopping', 'Computers']",Arts
46778,"['Society', 'Business', 'Kids']",Arts
46962,"['Society', 'Games', 'Recreation']",Arts
47100,"['Sports', 'Arts', 'Recreation']",Shopping
47420,"['Business', 'Shopping', 'Computers']",Arts
47435,"['Business', 'Recreation', 'Computers']",Arts
47451,"['Kids', 'Business', 'Computers']",Arts
47490,"['Kids', 'Arts', 'News']",Recreation
47575,"['Health', 'Business', 'Sports']",Arts
47818,"['Health', 'Society', 'Arts']",Business
48528,"['Reference', 'Computers', 'Home']",Business
49276,"['Society', 'Arts', 'Computers']",Business
49846,"['Computers', 'News', 'Arts']",Business
50614,"['Society', 'Business', 'Sports']",Computers
51033,"['Sports', 'Shopping', 'Business']",Computers
57056,"['Business', 'Society', 'Regional']",Recreation
57207,"['Business', 'Society', 'Health']",Recreation
57857,"['Computers', 'Health', 'Shopping']",Reference
58058,"['Business', 'Arts', 'Society']",Regional
58120,"['Science', 'Kids', 'Sports']",Regional
58187,"['Business', 'Kids', 'Shopping']",Science
13413,"['Shopping', 'Business', 'Recreation']",Computers
14311,"['Computers', 'Arts', 'Science']",Games
15667,"['Arts', 'Society', 'Recreation']",Health
17254,"['Recreation', 'Arts', 'Business']",Health
18011,"['Business', 'Arts', 'Recreation']",Home
18047,"['Business', 'Home', 'Science']",Society
18721,"['Adult', 'Business', 'Kids']",Home
19255,"['Health', 'Science', 'Business']",Kids
19390,"['Business', 'Science', 'Health']",Kids
19526,"['Recreation', 'Regional', 'Arts']",Kids
19576,"['Recreation', 'Regional', 'Business']",Kids
19603,"['Kids', 'Business', 'News']",Sports
21081,"['Arts', 'Games', 'Recreation']",News
21307,"['Regional', 'Business', 'Shopping']",News
21349,"['Arts', 'Business', 'Regional']",News
21362,"['Recreation', 'Home', 'Science']",News
21379,"['Sports', 'Recreation', 'Kids']",News
21386,"['Recreation', 'Reference', 'Arts']",News
21403,"['Science', 'Reference', 'Regional']",News
21480,"['Arts', 'Computers', 'Science']",News
22522,"['Health', 'Business', 'Kids']",Recreation
22539,"['Business', 'Shopping', 'Science']",Recreation
22578,"['Computers', 'Shopping', 'Arts']",Recreation
22664,"['Kids', 'Health', 'News']",Recreation
22698,"['Health', 'Science', 'Business']",Recreation
22702,"['Health', 'Science', 'Business']",Recreation
22807,"['Business', 'Society', 'Science']",Recreation
22827,"['Arts', 'News', 'Kids']",Recreation
23033,"['Games', 'Kids', 'Arts']",Recreation
23061,"['Reference', 'News', 'Games']",Recreation
23074,"['Kids', 'Arts', 'Shopping']",Recreation
23086,"['Arts', 'Adult', 'Business']",Recreation
23346,"['Recreation', 'Business', 'Science']",Society
23438,"['Arts', 'Reference', 'Recreation']",Society
23744,"['Recreation', 'Business', 'Arts']",Society
23801,"['Arts', 'Sports', 'Shopping']",Recreation
23986,"['Recreation', 'Business', 'Science']",Society
24105,"['Science', 'Business', 'Arts']",Recreation
24136,"['Sports', 'Home', 'Shopping']",Recreation
24363,"['Computers', 'Science', 'Business']",Recreation
24443,"['News', 'Science', 'Computers']",Recreation
25024,"['Business', 'Science', 'Games']",Recreation
25288,"['News', 'Health', 'Business']",Reference
25304,"['Reference', 'News', 'Science']",Society
25376,"['Health', 'Recreation', 'Business']",Reference
25382,"['Recreation', 'Business', 'Arts']",Reference
25460,"['Recreation', 'Home', 'Science']",Reference
25480,"['Computers', 'Science', 'Shopping']",Reference
25514,"['Science', 'Health', 'Recreation']",Reference
25593,"['Business', 'Shopping', 'Regional']",Reference
25623,"['Recreation', 'Business', 'Health']",Reference
25628,"['Business', 'Recreation', 'Science']",Reference
25732,"['Recreation', 'Arts', 'Business']",Reference
25794,"['Health', 'Science', 'Recreation']",Reference
25905,"['Business', 'Computers', 'Shopping']",Reference
25956,"['Business', 'Health', 'Computers']",Reference
26039,"['Computers', 'Health', 'Science']",Reference
26047,"['Computers', 'Business', 'Recreation']",Reference
26077,"['Health', 'Business', 'Arts']",Reference
26088,"['Business', 'Recreation', 'Science']",Reference
26129,"['Reference', 'Arts', 'Kids']",Shopping
26285,"['Arts', 'Reference', 'Kids']",Shopping
26298,"['Arts', 'Business', 'Kids']",Reference
26324,"['Arts', 'Recreation', 'Kids']",Reference
26468,"['Games', 'News', 'Recreation']",Reference
26525,"['News', 'Sports', 'Recreation']",Reference
26539,"['Society', 'Arts', 'Recreation']",Reference
26573,"['Society', 'Sports', 'Business']",Reference
26655,"['Business', 'Society', 'News']",Regional
26661,"['Business', 'Recreation', 'Sports']",Regional
26667,"['Shopping', 'Recreation', 'Arts']",Regional
26692,"['Arts', 'News', 'Society']",Regional
26722,"['Health', 'Business', 'Arts']",Regional
26729,"['Health', 'Science', 'Recreation']",Regional
26749,"['Business', 'Recreation', 'Kids']",Regional
26750,"['Business', 'Arts', 'Home']",Regional
26762,"['Society', 'Arts', 'Recreation']",Regional
26830,"['News', 'Business', 'Arts']",Regional
26842,"['Health', 'Business', 'Arts']",Regional
26861,"['Business', 'Science', 'Games']",Regional
26870,"['Business', 'Recreation', 'Reference']",Regional
26942,"['Recreation', 'Science', 'Business']",Regional
27301,"['Recreation', 'Business', 'Arts']",Science
27339,"['Recreation', 'Arts', 'Kids']",Science
27362,"['Business', 'Recreation', 'Reference']",Science
27486,"['Shopping', 'Computers', 'Recreation']",Science
27546,"['Recreation', 'Business', 'News']",Science
27555,"['Business', 'Shopping', 'Arts']",Science
27648,"['Health', 'Home', 'Recreation']",Science
27687,"['Kids', 'Games', 'Arts']",Science
27836,"['Society', 'Business', 'Shopping']",Science
27858,"['Health', 'Kids', 'Regional']",Science
27907,"['Business', 'Computers', 'Sports']",Science
28220,"['Computers', 'Business', 'Recreation']",Science
28398,"['Society', 'Reference', 'Business']",Science
28458,"['Arts', 'News', 'Recreation']",Science
28483,"['Business', 'Society', 'Reference']",Science
28587,"['Health', 'Reference', 'Arts']",Science
28766,"['Health', 'Computers', 'Recreation']",Science
28786,"['Health', 'Computers', 'Recreation']",Science
28861,"['Business', 'Health', 'Computers']",Science
28891,"['Business', 'Health', 'Computers']",Science
29028,"['Sports', 'Business', 'Recreation']",Science
29049,"['Business', 'Arts', 'Kids']",Science
29051,"['Business', 'Computers', 'Recreation']",Science
29100,"['Computers', 'Business', 'Recreation']",Science
29137,"['Computers', 'Business', 'Health']",Science
29204,"['Business', 'News', 'Society']",Science
29414,"['Recreation', 'Arts', 'Business']",Shopping
29426,"['News', 'Business', 'Recreation']",Shopping
29508,"['Recreation', 'Business', 'Arts']",Shopping
29511,"['Recreation', 'Business', 'Home']",Shopping
29522,"['Business', 'Science', 'Arts']",Shopping
29724,"['Business', 'Recreation', 'Home']",Shopping
29736,"['Recreation', 'Business', 'Science']",Shopping
29989,"['Computers', 'Arts', 'News']",Shopping
30239,"['Business', 'Recreation', 'Sports']",Shopping
30312,"['Society', 'Arts', 'Kids']",Shopping
30467,"['Arts', 'Sports', 'Recreation']",Shopping
30799,"['Business', 'Sports', 'Recreation']",Shopping
30863,"['Computers', 'Business', 'Sports']",Shopping
30866,"['Health', 'Society', 'Sports']",Shopping
30912,"['Business', 'Health', 'Home']",Shopping
31222,"['Society', 'Health', 'Business']",Shopping
31285,"['Computers', 'Business', 'Society']",Shopping
32052,"['Home', 'Society', 'Science']",Shopping
32214,"['Business', 'Recreation', 'Sports']",Shopping
32239,"['Business', 'Regional', 'Society']",Shopping
32392,"['Society', 'Health', 'Kids']",Shopping
32452,"['Business', 'Arts', 'Society']",Shopping
32697,"['Society', 'Kids', 'Health']",Shopping
32979,"['Sports', 'Games', 'Kids']",Shopping
33064,"['Arts', 'Sports', 'Society']",Shopping
33469,"['Games', 'Computers', 'Kids']",Shopping
33513,"['Games', 'Arts', 'Business']",Shopping
34290,"['Shopping', 'Arts', 'Business']",Society
34818,"['Arts', 'Shopping', 'Kids']",Society
34858,"['Adult', 'Computers', 'Kids']",Society
34930,"['Shopping', 'Kids', 'Arts']",Society
35490,"['Sports', 'Business', 'Computers']",Society
36032,"['Health', 'Sports', 'Shopping']",Society
36322,"['Sports', 'Business', 'Recreation']",Society
36328,"['Business', 'Arts', 'Shopping']",Society
36361,"['Sports', 'Business', 'Kids']",Society
36385,"['Business', 'Shopping', 'Sports']",Society
36643,"['Arts', 'Adult', 'Sports']",Society
36657,"['Health', 'Shopping', 'Arts']",Society
36665,"['Health', 'Sports', 'Arts']",Society
36668,"['Computers', 'Arts', 'Sports']",Society
36687,"['Arts', 'Sports', 'Computers']",Society
36709,"['Sports', 'News', 'Computers']",Society
36753,"['Health', 'Business', 'Arts']",Society
36790,"['Sports', 'Recreation', 'Kids']",Society
37036,"['Business', 'Shopping', 'Reference']",Society
37238,"['Sports', 'Arts', 'Business']",Society
37288,"['Business', 'Computers', 'Arts']",Society
37377,"['Arts', 'Kids', 'Games']",Society
37604,"['Computers', 'Arts', 'Business']",Society
