ref id,Predicted,Actual
52866,"['Shopping', 'Arts', 'Recreation']",Games
49714,"['Computers', 'Shopping', 'Arts']",Business
45211,"['Shopping', 'Business', 'Arts']",Adult
45627,"['Business', 'Society', 'Shopping']",Arts
46425,"['Business', 'Health', 'Society']",Arts
48208,"['Sports', 'Shopping', 'Recreation']",Business
48234,"['Business', 'Computers', 'Shopping']",Sports
48522,"['Business', 'Computers', 'Shopping']",Regional
49021,"['Business', 'Regional', 'Society']",Science
49545,"['Science', 'Computers', 'Health']",Business
37132,"['Regional', 'Sports', 'Recreation']",Society
37350,"['Arts', 'News', 'Computers']",Society
43400,"['Society', 'Reference', 'Business']",Regional
44105,"['Society', 'Home', 'Kids']",Regional
44106,"['Computers', 'Arts', 'Business']",Home
44131,"['Shopping', 'Recreation', 'Business']",Home
44145,"['Business', 'Computers', 'Health']",Home
44161,"['Health', 'Home', 'Business']",Regional
44173,"['Society', 'Business', 'Arts']",Home
44175,"['Business', 'Recreation', 'Health']",Home
44190,"['Sports', 'Games', 'Arts']",Kids
44203,"['Regional', 'Society', 'Reference']",Kids
44244,"['News', 'Arts', 'Regional']",Kids
44318,"['Shopping', 'Business', 'Recreation']",Regional
44327,"['Business', 'Arts', 'Shopping']",Regional
44340,"['Society', 'Home', 'Computers']",Science
44399,"['Home', 'Arts', 'Science']",Recreation
44401,"['Computers', 'Society', 'Business']",Recreation
44413,"['Health', 'Arts', 'Society']",Reference
44457,"['Business', 'Arts', 'Society']",Reference
44463,"['Business', 'Health', 'Shopping']",Regional
44487,"['Computers', 'Reference', 'Sports']",Regional
44496,"['Business', 'Adult', 'Shopping']",Regional
44499,"['Shopping', 'Health', 'Business']",Regional
44506,"['News', 'Arts', 'Recreation']",Regional
44591,"['Arts', 'Business', 'Computers']",Science
44598,"['Society', 'Arts', 'Recreation']",Science
44632,"['Society', 'Business', 'Home']",Shopping
45148,"['Shopping', 'Sports', 'Society']",Adult
45181,"['Shopping', 'Arts', 'Business']",Adult
45237,"['Recreation', 'Arts', 'Sports']",Adult
45758,"['Health', 'Business', 'Society']",Arts
