ref id,Predicted,Actual
49773,"['Business', 'Shopping', 'Recreation']",Business
47238,"['Sports', 'Arts', 'Shopping']",Arts
47293,"['Arts', 'News', 'Regional']",Arts
47311,"['Society', 'Business', 'Arts']",Arts
47365,"['Arts', 'Sports', 'Business']",Arts
47459,"['Arts', 'Games', 'Computers']",Arts
47549,"['Arts', 'News', 'Computers']",Arts
49552,"['Computers', 'Business', 'Arts']",Business
49559,"['Business', 'Society', 'Computers']",Business
49564,"['Computers', 'Society', 'Business']",Business
49568,"['Computers', 'Business', 'Society']",Business
49574,"['Computers', 'Business', 'Society']",Business
49587,"['Business', 'Computers', 'Shopping']",Business
49600,"['Business', 'Sports', 'Arts']",Business
49619,"['Arts', 'Business', 'News']",Business
49667,"['Shopping', 'Business', 'Computers']",Business
49697,"['Business', 'Regional', 'Sports']",Business
49701,"['Business', 'Science', 'Society']",Business
49740,"['Business', 'Computers', 'Society']",Business
52669,"['Arts', 'Business', 'Computers']",Computers
52683,"['Computers', 'Business', 'Shopping']",Computers
52707,"['Computers', 'Sports', 'Society']",Computers
52720,"['Computers', 'Society', 'Reference']",Computers
52729,"['Computers', 'Business', 'Arts']",Computers
52733,"['Computers', 'Society', 'Sports']",Computers
52749,"['Computers', 'Shopping', 'Business']",Computers
52780,"['Computers', 'Business', 'Arts']",Computers
52789,"['Computers', 'Sports', 'Shopping']",Computers
52830,"['Computers', 'Shopping', 'Arts']",Computers
52837,"['Computers', 'Business', 'Shopping']",Computers
52846,"['Games', 'Shopping', 'Computers']",Games
52858,"['Games', 'Kids', 'Computers']",Games
45276,"['Adult', 'Business', 'Society']",Adult
45409,"['Adult', 'Society', 'Arts']",Adult
45541,"['Arts', 'Society', 'Computers']",Arts
45832,"['Arts', 'Shopping', 'Society']",Arts
45949,"['Society', 'Arts', 'Shopping']",Arts
45951,"['Society', 'Shopping', 'Arts']",Arts
46041,"['Society', 'Arts', 'Sports']",Arts
46221,"['Arts', 'Society', 'Business']",Arts
46320,"['Arts', 'Reference', 'Shopping']",Arts
46510,"['Arts', 'Society', 'Kids']",Arts
46567,"['Arts', 'Shopping', 'Adult']",Arts
46887,"['Arts', 'Recreation', 'Sports']",Arts
46930,"['Arts', 'Shopping', 'Games']",Arts
47118,"['Arts', 'Business', 'Sports']",Arts
48141,"['Business', 'Shopping', 'Recreation']",Business
48168,"['Business', 'Arts', 'Health']",Business
48187,"['Business', 'Shopping', 'Recreation']",Business
48223,"['Business', 'Arts', 'Society']",Business
48252,"['Shopping', 'Business', 'Computers']",Business
48267,"['Shopping', 'Business', 'Arts']",Business
48282,"['Health', 'Business', 'Shopping']",Business
48323,"['Business', 'Computers', 'Society']",Business
48330,"['Business', 'Shopping', 'Science']",Business
48366,"['Business', 'Games', 'Society']",Business
48368,"['Business', 'Computers', 'Shopping']",Business
48432,"['Business', 'Computers', 'Health']",Business
48440,"['Business', 'Health', 'Sports']",Business
48445,"['Computers', 'Business', 'Society']",Business
48473,"['Business', 'Computers', 'Shopping']",Business
48506,"['Business', 'Arts', 'Kids']",Business
48507,"['Business', 'Sports', 'Arts']",Business
48519,"['Computers', 'Business', 'Science']",Business
48532,"['Business', 'Computers', 'Science']",Business
48536,"['Business', 'Science', 'Computers']",Business
48557,"['Business', 'Computers', 'Science']",Business
48566,"['Business', 'Society', 'Science']",Business
48585,"['Computers', 'Business', 'Shopping']",Business
48589,"['Business', 'Computers', 'Science']",Business
48591,"['Shopping', 'Business', 'Computers']",Shopping
48597,"['Computers', 'Business', 'Regional']",Business
48613,"['Business', 'Health', 'Society']",Business
48630,"['Business', 'Computers', 'Society']",Business
48657,"['Business', 'Society', 'Science']",Business
48664,"['Business', 'Society', 'Health']",Business
48717,"['Business', 'Regional', 'Science']",Business
48724,"['Business', 'Home', 'Society']",Business
48731,"['Society', 'Arts', 'Business']",Business
48753,"['Computers', 'Business', 'Shopping']",Business
48772,"['Business', 'Society', 'Recreation']",Business
48789,"['Business', 'Science', 'Computers']",Business
48792,"['Computers', 'Business', 'Shopping']",Business
48851,"['Business', 'Society', 'Computers']",Business
48871,"['Business', 'Reference', 'Regional']",Business
48872,"['Business', 'Society', 'Home']",Business
48877,"['Business', 'Computers', 'Society']",Business
48915,"['Business', 'Society', 'Regional']",Business
48960,"['Business', 'Society', 'Arts']",Business
49006,"['Shopping', 'Business', 'Computers']",Business
49022,"['Business', 'Computers', 'Regional']",Business
49024,"['Business', 'Recreation', 'Computers']",Business
49037,"['Business', 'Science', 'Health']",Business
49043,"['Health', 'Business', 'Society']",Business
49075,"['Business', 'Society', 'Shopping']",Business
49091,"['Business', 'Computers', 'Science']",Business
